storyText,choice1,choice2,choice3,result1,result2,result3,money1,money2,money3,health1,health2,health3
겨울철 슬로프 확장을 위해서 나무들을 베어낼지 결정해야 한다.,"베지 않고, 기존 슬로프를 정비한다.","일부 베어내고, 슬로프를 확장한다.","모두 베어내고, 새 슬로프를 개발한다.","산림의 추가적인 훼손은 발생하지 않았지만, 기후 변화라는 근본적인 문제 해결은 되지 않았다.","단기적으로 운영 기간 연장과 수용 인원 증가의 효과가 있었으나, 기후 변화 문제는 해결되지 않았다.","환경 단체의 강력한 비판을 받았다. 인공 제설 의존도와 비용, 온실가스 배출량, 물 소비량 등 다양한 방면으로 큰 돈이 들었으며, 스키장 운영이 악화 되었다.",4,5,2,3,2,5
스키장 인공눈 설비의 교체를 검토해야 한다.,당분간 기존 설비를 유지한다.,일부 노후된 설비만 교체한다.,모두 최신 친환경 설비로 교체한다.,기존 설비 중 일부가 노후화가 되어서 슬로프의 품질 관리가 쉽지 않아졌다.,"우선 심하게 노후된 설비만 교체했다. 비용이 크게 들지 않았으며, 일부 구간의 슬로프 품질은 개선되었다.",모두 친환경적인 설비로 교체해서 온실가스 배출량과 물 사용량 등을 크게 줄였다. 비용이 많이 든 만큼 큰 도움이 되어줬으면 좋겠다.,-2,0,-1,2,-1,0
"집중호우로 침수 피해가 우려되며, 방재 시설 설치가 필요해 보인다.",다음에 설치하기로 한다.,간이 대피소와 배수로를 구축한다.,완벽한 방재 시설을 설치한다.,"비용을 아끼기 위해 시설을 설치하지 않았지만, 이후 집중호우에서 생각보다 큰 타격을 입었다.",침수 피해를 일정 수준 막아낼 수 있었다. 향후 더 강한 비가 내린다면 안전할 수 있을까?,대규모 빗물 저류·배수 시설로 침수 피해가 거의 없다시피 했다.앞으로도 걱정할 필요는 없을 것 같다.,4,5,2,3,2,5
지역사회와 함께 기후 교육 프로그램을 열자는 제안을 받았다.,진행하지 않는다.,스키장 직원들끼리 워크숍을 진행한다.,주민들이 함께 참여하는 대규모 캠페인을 기획한다.,교육 프로그램을 진행하지 않으니 기후 변화에 대한 지역사회 인식과 대응 역량이 낮은 상태다.,"직원들의 기후 변화 인식과 대응 역량은 일부 향상되었다. 그러나, 지역사회 전체의 인식 개선 효과는 한계가 있었다.","지역사회 전체가 기후 변화에 대한 인식이 높아졌고, 대응 전략을 모색할 수 있었다. 스키장의 방문객에게도 긍정적인 영향을 미칠 수 있을 것 같다.",-2,0,-1,2,-1,0
주차장을 친환경 시설로 리모델링할지 결정해야 한다.,일반 아스팔트로 마감한다.,태양광 패널을 설치한다.,지열 냉난방 시설과 태양광 패널을 모두 설치한다.,"여름철에 열섬 현상을 유발할 수 있다는 지적이 있었으나, 비용 절감을 위해 아스팔트로 마감했다.",주차장 공간 일부를 활용해 신재생에너지 생산이 가능토록 했다. 주변에서 친환경 리조트라는 긍정적인 인식도 얻을 수 있었다.,"지열, 태양열 등 다형의 신재생에너지로 탄소 배출 저감, 에너지 비용 절감 등 긍정적인 영향이 많았다. 초기 투자금을 회수하려면 시간이 걸리겠지만, 장기적으로 운영할 수 있을 것이다.",4,5,2,3,2,5
스키장 홍보 전략을 기후 대응 중심으로 바꿀지 고민한다.,자연 경관을 중심으로 한다.,이색 체험을 중심으로 한다.,기후 중립을 중심으로 한다.,"보통의 스키장처럼 자연 경관을 강조해서 홍보를 진행했다. 하지만, 최근 기후 변화로 인해 경쟁력이 떨어질 것으로 보인다.",이색 체험을 통해 비수기에도 수익 창출과 방문객 다양화가 이루어지도록 했다. 덕분에 스키장 사업의 지속 가능성이 높아졌다.,지속 가능성에 민감한 젊은 세대와 해외 관광객의 관심을 끌었다. 장기적으로 보면 경쟁력 확보에 이점이 있을 것이다.,-2,0,-1,2,-1,0
최근 눈 부족 현상이 심각해 대처 방안을 마련해야 한다.,현재 인공눈 설비에 의존한다.,"슬로프를 일부 폐쇄하고, 입장료를 할인한다.","주변 스키장과 제설 장비, 자원을 공유한다.","인공눈 설비에 계속 의존하여 운영 비용이 가파르게 증가하고, 환경에 대한 부담감이 커졌다.","안전과 설질 관리는 어느 정도 보장이 되었지만, 방문객과 수익이 소폭 줄었다.","다른 스키장과 자원을 공유해서 운영 효율성을 높이고, 장비 및 인력 부족 문제를 완화할 수 있었다.",4,5,2,3,2,5
스키장 내 산책로 정비 요청이 늘어나 공사 방식을 논의해야 한다.,친환경 재료로 조성한다.,일반 보도블럭으로 시공한다.,스키장에서 산책로는 중요하지 않다.,"환경에 미치는 영향이 적고, 자연과 조화를 이루는 산책로를 조성했다. 방문객에게는 긍정적인 이미지가 제공됐다.","보도블럭은 시공도 편하고, 높은 내구성과 유지보수에서 강점을 보였다. 여름철 열섬 현상과 겨울철 결빙 현상을 주의해야겠다.","스키에만 집중하고, 산책로는 별도로 마련하지 않았다. 시공 비용은 절감했지만, 다른 스키장에 비해 경쟁력이 떨어진다는 지적이 나왔다.",-2,0,-1,2,-1,0
야간 안전을 위한 조명 설치를 검토하고 있다.,기존에 설치된 조명만 교체한다.,태양광 기반의 스마트 조명을 설치한다.,일부 구간만 추가로 설치한다.,"추가로 설치하지 않고, 기존 조명만 교체해서 밝기 향상이 이루어졌다.",스마트 조명이 밝기와 점등 시간을 자동 조절하여 빛 공해를 최소화했다. 환경에 대한 이점도 한몫했다.,"안전 취약 구간의 위험이 소폭 감소했다. 비용이 적게 들었지만, 빛 공해와 에너지 효율 등의 문제가 동반되었다.",4,5,2,3,2,5
지역 주민으로부터 기후 대응 아이디어 공모전 제안을 받았다.,공모전을 열고 실행 가능한 의견을 반영한다.,전문가의 자문만을 반영한다.,당장의 스키장 운영에만 집중한다.,지역 주민들의 다양한 현장 경험과 창의적인 아이디어를 통해서 실제 기후 대응 사업이 반영되고 있다. 지역사회와 협력 관계가 강화 되었다.,"전문가들의 자문만 반영했다. 과학적 근거와 전문성에 기반한 정책 수립이 가능했지만, 지역 특수성을 반영하는데 한계가 있었다.","지역사회와의 협력 기회가 크게 줄고, 지역 내 입지가 약화 되었다.",-2,0,-1,2,-1,0
