storyText,choice1,choice2,choice3,result1,result2,result3,money1,money2,money3,health1,health2,health3
"우리 동네는 얼마 전 극심한 가뭄으로 기록적인 단수 사태를 겪었다. 긴급 급수를 통해 받은 물을 아끼며 며칠간 어렵게 생활했지만, 동네의 상수도관이 노후로 파열되었다는 소식을 들었다. 물이 거의 다 떨어져서 새로 구비해야 하는데, 생수 가격은 점점 오른다. 어떻게 해야할까?",대형 생수통을 대량 구매해 비축해 둔다.,소형 생수 몇 박스만 사서 상황을 지켜 본다.,"집에 구비해둔 물과, 조금은 나오는 수돗물로 절약하며 버틴다.",한동안 생수 걱정 없이 버틸 수 있었다. 하지만 갑작스레 큰 지출이 생긴 탓에 다른 부분들에서 생활비를 많이 아껴야 했다.,"며칠은 괜찮았지만, 가뭄이 길어지며 동네 마트 생수는 품절 상태가 되었다. 결국 곧 다시 물을 구하러 돌아다녀야만 했다.","가장 절약적인 선택이었다. 그러나, 매일 물의 사용량을 계산하고, 최소한으로만 사용하다 보니 탈수 증세가 와 병원에 가게 되었다.",4,5,2,3,2,5
급수차가 와서 물을 나눠주고 있다. 하지만 물이 수돗물이나 내가 구비해둔 물처럼 깨끗하지는 않아 보인다.,받아둔 물을 끓이거나 정수기 필터를 구매하여 식수로 사용한다.,"세척, 샤워 용도로만 사용한다.",위생이 걱정되어 사용하지 않는다.,"가스비가 많이 나오고 매번 물을 끓이고 식히는 번거로움이 쌓여갔지만, 탈 없이 며칠은 버틸 수 있었다.","식수가 좀 부족하여 불편하고, 위생 걱정도 조금 되었지만 잘 버틸 수 있었다.","물이 많이 부족해지고, 후에 물을 받지 않은 것에 후회를 하게 되었다.",-2,0,-1,2,-1,0
"더운 여름, 동네 하천 주변의 폐자재를 모아 재활용센터에 가져가면 현금으로 보상해준다고 한다.",하천 주변 폐자재와 함께 집안 물건까지 정리해 가져간다.,간단하게 주변 사람들과 하천의 폐자재를 모아 제출한다.,"귀찮기도 하고, 밖이 너무 더우니 포기한다.","폐자제 처리도 하고 현금 보상도 받아 일석이조였지만, 무거운 짐을 옮기다 허리를 삐끗해서 병원비로 일부 빠져나갔다.",큰 돈은 아니지만 생필품 살 정도는 벌 수 있었다. 오랜만에 바람도 쐬고 기분이 상쾌했다.,그대로 두었던 폐자재가 비에 젖어 악취를 내고 벌레가 생기면서 이웃과 갈등이 생겼다.,4,5,2,3,2,5
날씨가 너무 더워져 식수 소비가 급증한다.,받아둔 물을 끓여 식수로 사용한다.,마트에서 정수 생수를 구입한다.,수돗물을 정수하는 다회용 필터를 새로 구매한다.,"끓인 물이라 그런지 맛은 조금 밋밋했지만, 탈 없이 며칠을 버틸 수 있었다. 다만, 매번 물을 끓이고 식히는 번거로움이 쌓여갔다.","시원한 물을 마실 수 있었다. 그러나 매번 마트까지 가는 시간과 무게, 가격 부담은 생각보다 컸다. 여름 한 철에만 생수값이 꽤 나갔다.","처음엔 큰 지출처럼 느껴졌지만, 시간이 갈수록 비용 대비 만족도가 높았다. 필터 교체 주기를 잘 관리해야 했고, 초기에 설치하느라 살짝 고생했다.",-2,0,-1,2,-1,0
이번에 마을에서 '물 절약 교육'을 개최한다고 한다. 대면 교육과 온라인 강의에는 조금의 참가비가 들 것 같다.,대면 교육에 참여하고 실습까지 마친다.,온라인 강의로 요점만 넘겨본다.,그냥 참여하지 않는다.,"시간과 이동하기 위한 교통비가 좀 들고 초기엔 낯설었지만, 물 소비량이 눈에 띄게 줄어든 것을 보고 뿌듯함을 느꼈다.",유익한 내용이 많았던 것 같지만 실생활에 적용하려니 막상 손이 잘 가지 않았다. 그래도 ‘물’에 대해 조금 더 생각하게 된 계기가 되었다.,"요즘 하루하루 버티는 것도 벅찼기에 교육은 사치처럼 느껴졌다. 하지만, 계속되는 가뭄과 물값 인상에 나중에서야 후회가 밀려왔다.",4,5,2,3,2,5
"수돗물이 탁해졌는데, 정수 필터를 새로 살지 고민된다.",다회용 고급 정수 필터를 구매한다.,정수된 생수를 병행해 사용한다.,물을 끓여서 마신다.,"필터 설치에 시간이 들고 관리가 필요했지만, 안전하고 깨끗한 물을 안정적으로 확보할 수 있었다.","시원한 물을 마실 수 있었지만, 매번 사러 가는 수고와 높은 가격이 부담됐다. 여름 한 철 생수 값만 수만 원이 들었다.",탈은 없었지만 매번 끓이고 식히는 번거로움에 점점 지쳐갔다. 가스비도 무시 못할 수준으로 나왔다.,-2,0,-1,2,-1,0
부족한 물로 설거지를 해결해야 한다.,물 받아서 헹굼수로 재활용한다.,식초물을 사용한다.,흐르는 물에 그대로 세척한다.,설거지 물을 헹굼물로 재활용하는 습관으로 물 사용량이 눈에 띄게 줄어들었다.,"식초물로 살균 효과는 있었지만, 냄새와 피부 자극 때문에 가족들과 마찰이 생겼다.","깨끗하게 느껴져 만족스러웠지만, 수도세가 급등했다.",4,5,2,3,2,5
"복구 기간 중 사용한 물통, 생수병 등이 잔뜩 쌓여 있다.",분리수거장에 직접 가서 처리한다.,시간이 없으니 그냥 대충 내놓는다.,수거 업체에 비용을 내고 처리 요청 한다.,힘들었지만 정리 후 개운함이 남았다. 주민센터에서 깨끗하게 분리한 가정으로 포인트를 주기도 했다.,다음날 이웃의 항의 메모를 받았다. 수거도 제대로 되지 않아 재정리해야 했다.,빠르고 편했지만 수거비가 예상보다 높아 부담스러웠다.,-2,0,-1,2,-1,0
한파로 수도관이 얼어서 물이 나오지 않는다.,온수로 해동을 시도한다.,전문가를 불러 수리한다.,날씨가 조금 풀릴 때까지 생수를 사서 사용한다.,"초반엔 물이 나오는 듯했지만, 급속 해동으로 파열이 생겨 물난리를 겪게 되었다.","비용이 많이 들었지만, 빠르게 복구되었고 난방 및 보온 조치를 함께 받을 수 있었다.","생수로만 씻고 설거지까지 하려니 물이 너무 부족했고, 매년 겨울마다 생수 구매에 많은 돈을 사용하게 되었다.",4,5,2,3,2,5
화장실 물 내리는 데에 물이 너무 많이 쓰인다. 절수 방법을 고민해봐야 할 것 같다.,절수형 변기로 교체한다.,변기 물탱크에 벽돌을 넣어 수량을 줄인다.,그냥 지금처럼 사용한다.,"변기 교체에 많은 비용이 들었지만, 이후에는 물 사용량이 눈에 띄게 줄었다.",간단한 조치였지만 꽤 효과 있는 방법이었던 것 같다.,"그래도 생리현상에 관한건데, 이 부분은 유지하기로 했다. 하지만 어디서 더 물을 절약해야할지는 더 고민해봐야 할 것 같다.",-2,0,-1,2,-1,0
