storyText,choice1,choice2,choice3,result1,result2,result3,money1,money2,money3,health1,health2,health3
최근 살던 동네의 재개발이 확정되며 거주지를 옮겨야 했다. 주어진 예산 안에서 다음 중 어떤 곳으로 이사할까?,"관리비와 집값이 많이 들지만, 신축 에너지 고효율 아파트로 이사한다.",옆 동네 아파트로 이사한다.,조금 노후된 빌라로 이사한다.,"전기·난방비는 확실히 줄었고, 주거 쾌적성도 높아졌다. 다만 초기 분양가와 관리비가 부담되어 다른 소비를 줄여야 했다.",생활 반경은 유지할 수 있었지만 단열·효율성은 낮아 겨울마다 난방비가 걱정이었다.,"월세는 저렴했지만 곰팡이, 결로 등으로 생활 만족도가 크게 떨어졌다. 결국 건강 문제도 생기기 시작했다.",4,5,2,3,2,5
"집에서 회사까지의 거리가 멀다. 통근 방법을 결정해야 하는데, 어떻게 해야 할까?",대중교통을 타고 통근한다.,오래됐지만 집에 있던 차를 좀 더 타고 다닌다.,비싸더라도 정책을 통해 보조금도 지원 받을 수 있으니 새로 전기차를 구매한다.,"출퇴근 시간이 많이 들어 힘들었지만, 대중교통 카드(기후동행, K패스)를 활용하니 통근비 절약에 많은 도움이 되었다.","시간은 단축됐지만 매달 유류비가 크게 들었고, 정기점검비용까지 겹치며 부담이 늘었다.",초기 구입비는 높았지만 보조금과 세금감면 덕분에 장기적으론 절약됐다. 하지만 전기차 충전 가능한 곳이 부족한 지역이라 조금은 불편한 부분이 있다.,-2,0,-1,2,-1,0
최근 봄철 미세먼지가 더 심해졌다. 때문에 중학생 딸의 천식 증세도 심해졌다. 어떻게 해야할까?,공기청정기를 추가로 설치하고 외출을 자제한다.,환기를 자제하고 습도 조절에만 조금 더 신경써준다.,일단은 할 수 있는게 없다.,실내 공기질이 개선되어 딸의 건강이 많이 좋아졌다. 외출은 줄었지만 건강에 대한 만족도는 높았다.,"딸의 천식 증상은 줄었지만, 환기를 못하니 습도 조절에 신경써도 곰팡이·실내 냄새 문제는 완전히 막을 수 없었다.",딸의 천식이 악화되었고 병원 방문이 잦아졌다. 약값과 통원 비용이 부담됐다.,4,5,2,3,2,5
주민 단체 채팅방에서 친환경 설비 공동구매에 대한 얘기가 나왔다.,태양광 패널과 고효율 보일러 공동구매에 참여한다.,당장 친환경 설비 설치는 부담스럽다. 그냥 친환경 에너지 캠페인에만 참여한다.,그냥 넘긴다.,태양광 패널과 고효율 보일러로 에너지 절감 효과가 확실했다. 투자비는 있었지만 장기적으로 만족스러웠다.,"캠페인 참여 이후 한동안은 친환경에 신경쓰며 살았지만, 실질적 에너지 절감 효과는 미미했다.",시간이 지날수록 태양광 패널 설치 가구에 비해 관리비가 많이 나오는 걸 보며 뒤늦은 후회가 생겼다.,-2,0,-1,2,-1,0
한여름 계속되는 폭염으로 에어컨을 계속 틀어놨더니 지난달 전기세 폭탄을 받았다.,너무 더워서 어쩔 수 없이 종일 에어컨을 가동한다.,"선풍기를 주로 사용하고, 에어컨을 절전모드로 일정 시간동안만 가동한다.",선풍기만 사용한다.,몸은 시원했지만 전기료는 평소의 몇 배가 나와 식비나 다른 생활비를 줄일 수밖에 없었다.,쾌적한 상태를 유지하면서도 전기요금 상승은 조금 억제됐다. 생활 만족도와 비용 균형을 맞췄다.,비용은 줄었지만 열대야에 잠을 설치는 날이 많아졌다.,4,5,2,3,2,5
여름 동안 동네의 전력 수요가 폭증해 정전이 발생했다. 다시 복구될 때까지 버텨야 하는데…,저번에 큰맘먹고 설치했던 UPS 비상전원 장비를 사용하여 버텼다.,과거 캠핑하기 위해 구매했었던 소형 디젤 발전기를 사용하여 버텼다.,손전등과 보조 배터리로 버텼다.,"짧은 시간 동안은 냉장고와 조명 사용 가능했고, 장비 초기 설치비가 있었지만 위급 상황에서 매우 유용했다.","소음과 냄새가 심했고, 실내 공기질이 나빠졌다. 연료도 금방 소진되어 실용성이 낮았다.","단기적으론 버틸 수 있었지만 정전이 꽤 길어지고 그동안 냉장고, 컴퓨터 등을 사용하지 못하게 되면서 손해가 컸다.",-2,0,-1,2,-1,0
기후 변화로 식재료 가격들이 계속 오르고 있다.,조금 비싸더라도 저탄소/친환경 식재료로 구매한다.,일반 식재료들을 구매한다.,조금이라도 저렴한 냉동이나 수입 식재료를 구매한다.,"비용은 더 들었지만 안전성 높은 식재료로 건강 유지에 도움되었고, 친환경에 도움이 되었다는 생각에 뿌듯해졌다.","평소처럼 특별한 문제 없이 유지했지만, 식재료 가격 상승이 얼마나 지속될지 불안감은 여전했다.","초기엔 가성비 좋았지만, 몇 차례 품질 문제로 배탈 등의 문제가 발생했다.",4,5,2,3,2,5
아침엔 춥고 낮엔 더운 날씨 탓에 감기에 걸렸다. 점점 극심한 일교차가 자주 있는 것 같다.,얇은 옷을 여러겹 입혀 체온 조절을 하도록 한다.,"냉방기만 사용하고, 추우면 따뜻하게 껴입는다.",냉난방기를 모두 사용한다.,별도의 냉난방기 없이도 일정 수준의 체온을 유지했다. 약간 불편하지만 감기 증상은 나아졌다.,실내는 쾌적했지만 냉방기 사용으로 감기 증세가 쉽게 낫지 않아 약값과 통원 치료비가 생겼다.,"실내는 완벽하게 유지되었지만, 그 달 에너지 비용이 크게 늘어났다.",-2,0,-1,2,-1,0
겨울이 되면서 난방 방식을 선택해야 한다.,"창문과 현관에 단열을 위한 대비를 추가로 하고, 난방을 사용한다.",그냥 난방기를 충분히 사용한다.,"난방기 사용을 조절하며, 그냥 생활한다.",외풍이 줄고 난방 효율도 높아졌다. 초기 비용은 있었지만 관리비는 줄었다.,난방비가 급증해 생활비에서 다른 부분을 줄여야 했다.,"난방비는 줄었지만, 손발이 시려 수면의 질이 떨어졌고, 관절통이 악화됐다.",4,5,2,3,2,5
가전기기의 대기전력을 차단해주는 스마트 플러그가 할인 중이다.,여러 개 구입 후 설치한다.,1개만 구매해서 시험삼아 써본다.,"괜한 소비인 것 같고, 귀찮으니까 그냥 지나친다.",대기전력 차단 덕분에 매달 전기요금이 10% 가까이 줄었다. 스마트폰으로 전력 관리를 하며 효율도 높아졌다.,효과는 체감되지만 한 개만 사용하니 제한적이었다. 때문에 몇 개 더 구매할 생각을 가지게 되었다.,계속 불필요한 대기전력 소모로 전기요금 손해가 발생했다. 그 때 구매할 걸이라는 후회가 남게 되었다.,-2,0,-1,2,-1,0
