storyText,choice1,choice2,choice3,result1,result2,result3,money1,money2,money3,health1,health2,health3
"나는 소도시 OO시에 살고 있는 예비 엄마이다. 정기 검진을 받기 위해서는 매번 다른 지역으로 이동해야 한다. 현재 출산 예정일까지 두 달 정도가 남아있는데, 만약 갑작스러운 일이 발생하면 어떻게 될지 너무 걱정된다. 현재 다니고 있는 직장은 어떻게 해야 할까?",출산 전까지 최대한 직장을 다닌다.,출산 한 달 전까지만 일하고 휴직 한다.,"우선 휴직을 신청하고, 출산 예정일까지 안정을 취한다.",최대한 출근을 해보기로 했다. 하지만 만삭인 몸으로는 큰 부담이 따를 것이다.,우선 한 달 정도만 더 일해보고 쉬기로 했다. 그럼 소득과 안정이 어느 정도 균형을 이룰 수 있지 않을까?,만삭의 몸으로는 출퇴근도 만만치 않아서 휴직을 하기로 했다.,4,5,2,3,2,5
"영양소 섭취가 중요하다는 걸 알지만, 매번 끼니를 건강식으로 준비하기엔 비용도 많이 들고 피곤하다.",좀 더 투자해서 마음을 놓을 수 있는 유기농 식단을 준비한다.,온라인 쇼핑몰에서 할인 중인 식재료로 식단을 준비한다.,"간편식, 냉동 식품 등으로도 충분할 것이다.","가격은 좀 부담이 되지만, 아이를 위해 투자하기로 했다. 얼마후, 나는 유기농 식품이 일반 식품과 큰 차이가 없다는 기사를 발견했다.",할인하는 재료로 식단을 준비하니 돈을 많이 아낄 수 있었다. 할인하는 식품은 보통 유통기한이 짧기에 보관에 주의하도록 하자.,"간편식으로 해결하니 조리 시간, 비용 등이 크게 줄어 확실히 편리해졌다. 다만, 가공되면서 손실된 영양소, 첨가물 등이 걱정된다.",-2,0,-1,2,-1,0
출산 예정 병원을 예약해야 한다. 어디로 해야 할까?,옆 도시에 있는 상급 종합병원에 예약한다.,이동 편의를 위해 동네의 중소 병원에 예약한다.,산후조리원과 연계된 산부인과에 예약한다.,"체계적인 시스템, 신생아 집중 치료실 등 좋은 점이 많은 것 같다. 하지만 병원을 이용하려면 옆 도시로 이동해야 하기 때문에 거리와 입원실 예약 등이 쉽지 않을 것 같다.","거리가 가까워 안심이 되는 것 같다. 그러지 않길 바라지만, 만약 응급상황이 발생한다면 병원의 인프라가 걱정이 되기는 한다.","출산 후 바로 조리원으로 이동할 수 있으니 아주 만족스럽다. 산부인과의 규모가 크진 않아도, 큰 문제는 없을 것이다.",4,5,2,3,2,5
병원 외래 진료를 가야하는데 대기 오염 경보가 떴다. 어떻게 해야 할까?,마스크는 숨쉬기 불편하니 평소처럼 외출한다.,마스크를 쓰고 대중교통을 통해 외출한다.,"외출을 취소하고, 비대면 진료로 전환한다.",마스크가 너무 갑갑해서 착용하지 않았다. 그런데 목이 좀 칼칼한 것 같다.,"보건용 마스크를 착용하고, 대중교통을 통해 대기와 접촉을 줄이며 병원에 갔다. 의사 선생님께서도 내 자세에 대해 칭찬을 해주셨다.","의사 선생님께 양해를 구하고, 비대면 진료 및 상담으로 전환을 했다. 직접 이동하지 않아도 되니 몸에도 부담이 덜한 것 같다.",-2,0,-1,2,-1,0
요즘 들어 마음이 싱숭생숭하고 불안감이 커졌다.,전문 상담사에게 상담을 요청한다.,남편과의 대화로 풀어본다.,자연스러운 현상일 것이다. 참고 버텨보자.,전문가의 도움을 받으니 한결 나아졌다. 상담사님께서는 임신 중 호르몬 변화로 인해 감정 기복이 심해질 수 있다고 하셨다.,남편과 솔직한 대화를 나누고 나니 서로를 더 깊게 이해할 수 있는 시간을 가진 것 같아 편안해졌다.,다른 일을 하며 잊어버리려 노력했다. 최근 어째선지 부쩍 우울해진 기분이 든다.,4,5,2,3,2,5
지역 보건소에서 하는 임산부 교육 프로그램이 있다는 소식을 들었다.,대면 프로그램에 정기적으로 참석한다.,비대면 무료 강의로 요점만 확인한다.,컨디션도 좋지 않아 다음 기회에 교육을 듣기로 한다.,"임신, 출산, 육아 등에 대해 다양한 교육을 받고, 산모들끼리 많은 소통을 했다.  이제 뭐든 해낼 수 있을 것만 같은 자신감이 솟구친다.",꼭 시간을 따로 내어 교육을 받으러 이동하지 않아도 되니 편하다. 궁금한 점이 생겼는데 확실히 대면 교육에 비해서는 질의응답이 어려운 것 같다.,"몸도 피곤하니 교육을 따로 받지 않았다. 하지만, 도움되는 많은 정보를 놓친 것이 조금은 후회가 된다.",-2,0,-1,2,-1,0
남편이 야근을 지속해도 될지 나와 논의하자고 한다.,수입은 줄어들더라도 조기 퇴근하는 것으로 결정한다.,태어날 아기를 위해서라도 일단 계속 야근하며 여유 자금을 마련한다.,"야근은 최소화하되, 가족과의 시간과 경제적 여유를 균형 있게 맞춘다.","남편과 보내는 시간이 늘어나서 마음이 편해졌다. 당장의 수입은 좀 줄겠지만, 가정이 화목하니 더 좋다.",남편 고생하는 덕분에 경제적인 부담을 덜게 되었다. 하지만 요즘 남편이 많이 피곤해 보여서 같이 시간을 보내기 힘들다.,남편이 회사에 양해를 구해 야근 횟수를 조금 줄이기로 하였다. 가계와 마음의 안정을 동시에 취할 수 있다니!,4,5,2,3,2,5
산모 보험을 아직 가입하지 않았다. 어떻게 할까?,아직 필요하지 않으니 가입을 미룬다.,더 늦기 전에 보험에 가입한다.,비용이 부담되니 보험에 따로 가입하지 않는다.,"당장 필요한 것 같지 않아 보여서 가입을 미뤘다. 얼마뒤, 나는 보험의 필요성을 느꼈지만, 건강 상태의 변화로 보험에 가입도 할 수 없게 되었다.","혹시 모를 상황에 대비하고자 서둘러 보험에 가입했다. 지출이 좀 더 늘었지만, 나와 아이를 위해서라면야.","비용이 부담되어 가입을 포기했었는데, 정부나 지자체에서 지원 받을 수 있다는 걸 뒤늦게 알게 되었다.",-2,0,-1,2,-1,0
"다행히 아이가 잘 태어났다. 이제 산후조리 후 계획을 세워야 하는데, 어떻게 일상으로 복귀하면 좋을까?",일상으로 빠른 회복을 위해 전문 산후 필라테스 수업을 듣는다.,문화센터에서 운영하는 산모 회복 프로그램을 듣는다.,지출을 줄여야하니 홈 트레이닝을 한다.,전문 필라테스 수업을 듣기로 했다. 전문가의 맞춤형 관리와 체계적인 프로그램 덕에 몸이 빠르게 회복되는 기분이 들었다.,문화센터에서 운영하는 프로그램에 참여했다. 산후 회복 보다는 일반 산모 운동 같은 느낌이 들었다. 그래도 함께하는 산모들과 다양한 교류를 할 수 있었다.,"앞으로도 지출이 많을 예정이라 홈 트레이닝을 하기로 했다. 시간은 좀 더디겠지만, 빠른 회복을 위해 노력할 것이다.",4,5,2,3,2,5
"신생아 황달 검진 결과, 황달 수치가 조금 높게 나왔다. 지금은 출산 직후라 이리저리 지출이 많아 자금이 여유롭지 않다.",황달이라니 걱정이 된다. 바로 치료를 시작한다.,경과를 지켜보다가 치료 여부를 결정한다.,"아직은 괜찮을 거라 믿고, 자연 회복을 기다린다.",신생아의 황달은 대부분 생리적 현상이라고 하셨다. 그래도 병적 황달일까 걱정되는 마음에 바로 치료를 실시했다.,"자금이 넉넉치 않아 좀 더 경과를 지켜보고, 증상이 심해질 경우 치료를 하기로 결정했다. 아무 일 없기를 바랄 뿐이다.","신생아의 황달은 대부분 생리적 현상이라 자연적으로 회복된다고 한다. 그래서 크게 신경쓰지 않고 있었지만, 얼마뒤 다시 검진을 받아보니 합병증이 진행되기 직전이었다.",-2,0,-1,2,-1,0
